"Time (ms)","Recording (a.u.)"
1.352365076E1,4.889012780E-4
1.354448844E1,5.348214181E-4
1.356532611E1,5.025995197E-4
1.358616378E1,5.088332691E-4
1.360700146E1,4.553319886E-4
1.362783913E1,4.616125952E-4
1.364867681E1,4.801943433E-4
1.366951448E1,4.314510734E-4
1.369035216E1,4.639763501E-4
1.371118983E1,4.327064380E-4
1.373202751E1,4.774053814E-4
1.375286518E1,3.849283094E-4
1.377370285E1,3.777164966E-4
1.379454053E1,4.166007275E-4
1.381537820E1,4.053394659E-4
1.383621588E1,4.207314341E-4
1.385705355E1,3.814033698E-4
1.387789123E1,4.445177910E-4
1.389872890E1,3.717154032E-4
1.391956658E1,3.972488630E-4
1.394040425E1,4.053160956E-4
1.396124193E1,3.654987668E-4
1.398207960E1,3.820597776E-4
1.400291727E1,3.963760682E-4
1.402375495E1,4.458897165E-4
1.404459262E1,3.237533674E-4
1.406543030E1,3.592421126E-4
1.408626797E1,3.183336230E-4
1.410710565E1,2.650355163E-4
1.412794332E1,3.024016623E-4
1.414878100E1,2.982805599E-4
1.416961867E1,3.270676825E-4
1.419045635E1,2.100092097E-4
1.421129402E1,2.207978250E-4
1.423213169E1,2.096528478E-4
1.425296937E1,2.336700854E-4
1.427380704E1,2.560532594E-4
1.429464472E1,2.873593476E-4
1.431548239E1,3.444213362E-4
1.433632007E1,2.449324820E-4
1.435715774E1,2.858442604E-4
1.437799542E1,2.218409500E-4
1.439883309E1,2.211656829E-4
1.441967076E1,2.270464029E-4
1.444050844E1,1.828602690E-4
1.446134611E1,2.266066440E-4
1.448218379E1,2.392653987E-4
1.450302146E1,3.162749344E-4
1.452385914E1,3.006354091E-4
1.454469681E1,3.871754452E-4
1.456553449E1,3.943291376E-4
1.458637216E1,3.882204182E-4
1.460720984E1,3.971697297E-4
1.462804751E1,3.669161233E-4
1.464888518E1,4.166672588E-4
1.466972286E1,3.037659335E-4
1.469056053E1,3.259833029E-4
1.471139821E1,3.027817584E-4
1.473223588E1,3.169921110E-4
1.475307356E1,3.503398912E-4
1.477391123E1,3.224191023E-4
1.479474891E1,3.834195377E-4
1.481558658E1,3.305789432E-4
1.483642426E1,3.657198977E-4
1.485726193E1,3.240195219E-4
1.487809960E1,3.247443237E-4
1.489893728E1,2.787130652E-4
1.491977495E1,2.188365033E-4
1.494061263E1,2.364465327E-4
1.496145030E1,1.596369839E-4
1.498228798E1,2.034000936E-4
1.500312565E1,1.623014687E-4
1.502396333E1,2.073369978E-4
1.504480100E1,2.298758918E-4
1.506563867E1,2.732858411E-4
1.508647635E1,2.707142266E-4
1.510731402E1,1.182058768E-4
1.512815170E1,1.479509665E-4
1.514898937E1,9.324487473E-5
1.516982705E1,1.340914459E-4
1.519066472E1,1.243015577E-4
1.521150240E1,1.319920702E-4
1.523234007E1,1.814964344E-4
1.525317775E1,1.076330082E-4
1.527401542E1,1.608522725E-4
1.529485309E1,1.560256060E-4
1.531569077E1,1.469561830E-4
1.533652844E1,8.759296179E-5
1.535736612E1,1.166918664E-4
1.537820379E1,1.136930005E-4
1.539904147E1,1.275424875E-4
1.541987914E1,2.031429176E-4
1.544071682E1,1.111970923E-4
1.546155449E1,1.384794887E-4
1.548239217E1,6.131416012E-5
1.550322984E1,4.110795999E-5
1.552406751E1,5.761263310E-5
1.554490519E1,4.772029570E-6
1.556574286E1,-1.656216045E-5
1.558658054E1,-2.481962110E-5
1.560741821E1,3.787322203E-5
1.562825589E1,-2.357348785E-5
1.564909356E1,2.346632391E-5
1.566993124E1,-1.491849252E-5
1.569076891E1,-5.756889368E-5
1.571160658E1,-4.446163439E-5
1.573244426E1,-7.885033847E-5
1.575328193E1,-3.725765055E-5
1.577411961E1,-9.747549484E-5
1.579495728E1,-6.866498006E-5
1.581579496E1,-1.121254536E-4
1.583663263E1,-9.998242604E-5
1.585747031E1,-1.023583027E-4
1.587830798E1,-1.357674191E-4
1.589914566E1,-8.501863340E-5
1.591998333E1,-1.400658803E-4
1.594082100E1,-1.078399509E-4
1.596165868E1,-1.886394894E-4
1.598249635E1,-1.761346357E-4
1.600333403E1,-1.929582795E-4
1.602417170E1,-2.344848472E-4
1.604500938E1,-1.910425199E-4
1.606584705E1,-2.697472810E-4
1.608668473E1,-2.417531941E-4
1.610752240E1,-2.905374859E-4
1.612836008E1,-2.862958936E-4
1.614919775E1,-3.433163511E-4
1.617003542E1,-3.908783256E-4
1.619087310E1,-3.958633752E-4
1.621171077E1,-4.797232104E-4
1.623254845E1,-4.966714187E-4
1.625338612E1,-6.096307188E-4
1.627422380E1,-5.708234967E-4
1.629506147E1,-6.004449097E-4
1.631589915E1,-6.195830647E-4
1.633673682E1,-5.807279958E-4
1.635757449E1,-6.214923924E-4
1.637841217E1,-5.971511710E-4
1.639924984E1,-6.041390589E-4
1.642008752E1,-5.706521333E-4
1.644092519E1,-6.652491866E-4
1.646176287E1,-6.314236671E-4
1.648260054E1,-6.106288638E-4
1.650343822E1,-6.174740265E-4
1.652427589E1,-5.512745120E-4
1.654511357E1,-5.935892696E-4
1.656595124E1,-5.009119050E-4
1.658678891E1,-5.273710703E-4
1.660762659E1,-5.053284694E-4
1.662846426E1,-4.607531009E-4
1.664930194E1,-4.632780328E-4
1.667013961E1,-4.755479749E-4
1.669097729E1,-5.106590688E-4
1.671181496E1,-4.584869603E-4
1.673265264E1,-5.163360620E-4
1.675349031E1,-4.628114693E-4
1.677432798E1,-4.882681242E-4
1.679516566E1,-5.180051085E-4
1.681600333E1,-5.493630306E-4
1.683684101E1,-6.044058828E-4
