"Time (ms)","Recording (a.u.)"
1.541987914E1,-4.272460938E-4
1.544071682E1,-3.356933594E-4
1.546155449E1,-6.103515625E-5
1.548239217E1,-9.155273438E-5
1.550322984E1,2.441406250E-4
1.552406751E1,2.441406250E-4
1.554490519E1,6.103515625E-5
1.556574286E1,6.103515625E-5
1.558658054E1,-3.051757812E-5
1.560741821E1,2.441406250E-4
1.562825589E1,9.155273438E-5
1.564909356E1,2.746582031E-4
1.566993124E1,2.136230469E-4
1.569076891E1,0.000000000E0
1.571160658E1,1.831054688E-4
1.573244426E1,1.220703125E-4
1.575328193E1,2.136230469E-4
1.577411961E1,2.136230469E-4
1.579495728E1,0.000000000E0
1.581579496E1,3.356933594E-4
1.583663263E1,0.000000000E0
1.585747031E1,9.155273438E-5
1.587830798E1,3.051757812E-4
1.589914566E1,2.136230469E-4
1.591998333E1,4.577636719E-4
1.594082100E1,2.136230469E-4
1.596165868E1,2.441406250E-4
1.598249635E1,5.187988281E-4
1.600333403E1,1.831054688E-4
1.602417170E1,5.493164062E-4
1.604500938E1,4.577636719E-4
1.606584705E1,3.051757812E-4
1.608668473E1,4.272460938E-4
1.610752240E1,9.155273438E-5
1.612836008E1,2.746582031E-4
1.614919775E1,1.831054688E-4
1.617003542E1,2.746582031E-4
1.619087310E1,2.136230469E-4
1.621171077E1,6.103515625E-5
1.623254845E1,3.051757812E-4
1.625338612E1,-6.103515625E-5
1.627422380E1,3.051757812E-4
1.629506147E1,9.155273438E-5
1.631589915E1,2.746582031E-4
1.633673682E1,2.441406250E-4
1.635757449E1,3.051757812E-5
1.637841217E1,6.103515625E-5
1.639924984E1,-1.831054688E-4
1.642008752E1,1.220703125E-4
1.644092519E1,0.000000000E0
1.646176287E1,1.525878906E-4
